Time,src_ip,dst_ip,protocol,packet_length,info
2026-02-03 12:19:16.607245,20.190.177.82,192.168.1.4,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:16.901625,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:17.105189,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:17.919177,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:18.129127,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:19.740418,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:19.869974,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:20.247087,192.168.1.4,192.168.1.1,DNS,92,"Packet (Length: 92)"
2026-02-03 12:19:20.277620,192.168.1.4,192.168.1.1,DNS,92,"Packet (Length: 92)"
2026-02-03 12:19:20.291863,192.168.1.1,192.168.1.4,DNS,221,"Packet (Length: 221)"
2026-02-03 12:19:20.297721,192.168.1.4,172.178.240.163,TCP,74,"Packet (Length: 74)"
2026-02-03 12:19:20.484764,172.178.240.163,192.168.1.4,TCP,74,"Packet (Length: 74)"
2026-02-03 12:19:20.484960,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:20.488875,192.168.1.4,172.178.240.163,TLS,281,"Packet (Length: 281)"
2026-02-03 12:19:20.690922,172.178.240.163,192.168.1.4,TLS,1466,"Packet (Length: 1466)"
2026-02-03 12:19:20.693626,172.178.240.163,192.168.1.4,TCP,1466,"Packet (Length: 1466)"
2026-02-03 12:19:20.693646,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:20.802489,192.168.1.4,142.250.185.10,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:20.998477,172.178.240.163,192.168.1.4,TCP,1466,"Packet (Length: 1466)"
2026-02-03 12:19:20.998992,172.178.240.163,192.168.1.4,TLS,383,"Packet (Length: 383)"
2026-02-03 12:19:20.999063,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:21.003929,192.168.1.4,172.178.240.163,TLS,224,"Packet (Length: 224)"
2026-02-03 12:19:21.201248,172.178.240.163,192.168.1.4,TLS,117,"Packet (Length: 117)"
2026-02-03 12:19:21.250583,192.168.1.4,172.178.240.163,TLS,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.250583,192.168.1.4,172.178.240.163,TLS,88,"Packet (Length: 88)"
2026-02-03 12:19:21.253035,192.168.1.4,172.178.240.163,TLS,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.302204,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:21.510035,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:21.510035,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:21.510132,192.168.1.4,172.178.240.163,TCP,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.510132,192.168.1.4,172.178.240.163,TLS,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.510132,192.168.1.4,172.178.240.163,TCP,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.819773,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:21.819848,192.168.1.4,172.178.240.163,TCP,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.819848,192.168.1.4,172.178.240.163,TLS,1466,"Packet (Length: 1466)"
2026-02-03 12:19:21.819848,192.168.1.4,172.178.240.163,TLS,601,"Packet (Length: 601)"
2026-02-03 12:19:21.820247,150.171.30.11,192.168.1.4,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:21.820719,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.124386,172.178.240.163,192.168.1.4,TLS,1065,"Packet (Length: 1065)"
2026-02-03 12:19:22.128201,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.129867,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.129919,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.130399,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.130447,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.223666,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:22.329826,172.178.240.163,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:22.329881,192.168.1.4,172.178.240.163,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:23.078143,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:23.248325,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:23.250419,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:23.321699,192.168.1.4,172.217.20.225,TCP,55,"Packet (Length: 55)"
2026-02-03 12:19:23.380485,172.217.20.225,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:23.411066,N/A,N/A,ICMPV6,70,"Packet (Length: 70)"
2026-02-03 12:19:23.659916,95.100.86.213,192.168.1.4,QUIC,114,"Packet (Length: 114)"
2026-02-03 12:19:23.721944,192.168.1.4,192.168.1.1,DNS,72,"Packet (Length: 72)"
2026-02-03 12:19:23.722496,192.168.1.4,192.168.1.1,DNS,72,"Packet (Length: 72)"
2026-02-03 12:19:23.759526,192.168.1.1,192.168.1.4,DNS,277,"Packet (Length: 277)"
2026-02-03 12:19:23.768020,192.168.1.1,192.168.1.4,DNS,263,"Packet (Length: 263)"
2026-02-03 12:19:23.771964,192.168.1.4,95.100.86.213,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:23.772205,192.168.1.4,95.100.86.213,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:23.834476,23.46.86.99,192.168.1.4,TLS,78,"Packet (Length: 78)"
2026-02-03 12:19:23.835145,192.168.1.4,23.46.86.99,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.841944,23.46.86.99,192.168.1.4,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.842033,192.168.1.4,23.46.86.99,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.871469,95.100.86.213,192.168.1.4,QUIC,86,"Packet (Length: 86)"
2026-02-03 12:19:23.873431,95.100.86.213,192.168.1.4,QUIC,1296,"Packet (Length: 1296)"
2026-02-03 12:19:23.875273,95.100.86.213,192.168.1.4,QUIC,1296,"Packet (Length: 1296)"
2026-02-03 12:19:23.876441,95.100.86.213,192.168.1.4,QUIC,308,"Packet (Length: 308)"
2026-02-03 12:19:23.877494,192.168.1.4,95.100.86.213,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:23.877681,192.168.1.4,95.100.86.213,QUIC,112,"Packet (Length: 112)"
2026-02-03 12:19:23.910984,23.46.86.99,192.168.1.4,TCP,56,"Packet (Length: 56)"
2026-02-03 12:19:23.911105,192.168.1.4,95.100.109.103,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.911417,192.168.1.4,95.100.109.70,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.964214,95.100.86.213,192.168.1.4,QUIC,349,"Packet (Length: 349)"
2026-02-03 12:19:23.964508,95.100.86.213,192.168.1.4,QUIC,105,"Packet (Length: 105)"
2026-02-03 12:19:23.965083,192.168.1.4,95.100.86.213,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:23.965401,95.100.86.213,192.168.1.4,QUIC,67,"Packet (Length: 67)"
2026-02-03 12:19:23.965401,95.100.86.213,192.168.1.4,QUIC,116,"Packet (Length: 116)"
2026-02-03 12:19:23.965401,95.100.86.213,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:23.965711,192.168.1.4,95.100.86.213,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:23.990011,95.100.109.70,192.168.1.4,TLS,82,"Packet (Length: 82)"
2026-02-03 12:19:23.990125,192.168.1.4,95.100.109.70,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:23.990826,95.100.109.70,192.168.1.4,TCP,58,"Packet (Length: 58)"
2026-02-03 12:19:23.991962,95.100.109.103,192.168.1.4,TLS,82,"Packet (Length: 82)"
2026-02-03 12:19:23.992063,192.168.1.4,95.100.109.103,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:24.001267,95.100.109.103,192.168.1.4,TCP,58,"Packet (Length: 58)"
2026-02-03 12:19:24.167565,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:24.243589,95.100.86.213,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:24.452484,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:24.553121,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:24.765063,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:24.865443,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:25.071425,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:25.194828,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:25.410620,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:25.574452,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:25.598247,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:25.650384,95.100.86.213,192.168.1.4,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:25.857139,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:25.934330,95.100.86.213,192.168.1.4,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:25.936706,95.100.86.213,192.168.1.4,QUIC,1498,"Packet (Length: 1498)"
2026-02-03 12:19:25.968334,192.168.1.4,95.100.86.213,QUIC,74,"Packet (Length: 74)"
2026-02-03 12:19:26.340634,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:26.442182,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:26.935757,192.168.1.4,64.233.167.188,DATA,55,"Packet (Length: 55)"
2026-02-03 12:19:27.012350,64.233.167.188,192.168.1.4,TCP,70,"Packet (Length: 70)"
2026-02-03 12:19:27.245548,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:27.347722,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:28.824753,192.168.1.4,142.250.185.6,TCP,55,"Packet (Length: 55)"
2026-02-03 12:19:28.883509,142.250.185.6,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:28.960730,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:29.060497,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:29.911592,192.168.1.4,40.126.53.17,TCP,55,"Packet (Length: 55)"
2026-02-03 12:19:29.965845,192.168.1.4,216.58.215.164,DATA,71,"Packet (Length: 71)"
2026-02-03 12:19:30.019040,216.58.215.164,192.168.1.4,DATA,71,"Packet (Length: 71)"
2026-02-03 12:19:30.875159,192.168.1.4,40.126.53.17,TCP,55,"Packet (Length: 55)"
2026-02-03 12:19:32.265534,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:32.364983,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:32.389452,192.168.1.4,142.250.185.3,TCP,55,"Packet (Length: 55)"
2026-02-03 12:19:32.444838,142.250.185.3,192.168.1.4,TCP,66,"Packet (Length: 66)"
2026-02-03 12:19:34.515035,104.18.39.21,192.168.1.4,TLS,78,"Packet (Length: 78)"
2026-02-03 12:19:34.515634,192.168.1.4,104.18.39.21,TLS,82,"Packet (Length: 82)"
2026-02-03 12:19:34.597115,104.18.39.21,192.168.1.4,TCP,56,"Packet (Length: 56)"
2026-02-03 12:19:38.711100,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:38.766316,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:38.929773,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:38.935383,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:39.007957,95.100.86.213,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:39.632555,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:40.636237,192.168.1.4,192.168.1.1,DNS,79,"Packet (Length: 79)"
2026-02-03 12:19:40.637068,192.168.1.4,192.168.1.1,DNS,79,"Packet (Length: 79)"
2026-02-03 12:19:40.656168,N/A,N/A,ARP,42,"Packet (Length: 42)"
2026-02-03 12:19:40.685662,192.168.1.1,192.168.1.4,DNS,163,"Packet (Length: 163)"
2026-02-03 12:19:40.692548,192.168.1.1,192.168.1.4,DNS,129,"Packet (Length: 129)"
2026-02-03 12:19:40.695987,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.696243,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.700149,192.168.1.4,216.58.215.142,QUIC,118,"Packet (Length: 118)"
2026-02-03 12:19:40.757814,216.58.215.142,192.168.1.4,QUIC,82,"Packet (Length: 82)"
2026-02-03 12:19:40.769301,216.58.215.142,192.168.1.4,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.786536,192.168.1.4,192.168.1.1,DNS,89,"Packet (Length: 89)"
2026-02-03 12:19:40.787128,192.168.1.4,192.168.1.1,DNS,89,"Packet (Length: 89)"
2026-02-03 12:19:40.788616,216.58.215.142,192.168.1.4,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.789115,216.58.215.142,192.168.1.4,QUIC,323,"Packet (Length: 323)"
2026-02-03 12:19:40.790391,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.790888,216.58.215.142,192.168.1.4,QUIC,994,"Packet (Length: 994)"
2026-02-03 12:19:40.791452,192.168.1.4,216.58.215.142,QUIC,1288,"Packet (Length: 1288)"
2026-02-03 12:19:40.791621,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.791745,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.791859,192.168.1.4,216.58.215.142,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.791976,192.168.1.4,216.58.215.142,QUIC,741,"Packet (Length: 741)"
2026-02-03 12:19:40.793788,216.58.215.142,192.168.1.4,QUIC,67,"Packet (Length: 67)"
2026-02-03 12:19:40.826268,192.168.1.4,216.58.215.142,QUIC,75,"Packet (Length: 75)"
2026-02-03 12:19:40.849228,216.58.215.142,192.168.1.4,QUIC,162,"Packet (Length: 162)"
2026-02-03 12:19:40.850691,192.168.1.1,192.168.1.4,DNS,149,"Packet (Length: 149)"
2026-02-03 12:19:40.861217,216.58.215.142,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:40.861873,192.168.1.4,216.58.215.142,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:40.875833,216.58.215.142,192.168.1.4,QUIC,67,"Packet (Length: 67)"
2026-02-03 12:19:40.885230,216.58.215.142,192.168.1.4,QUIC,67,"Packet (Length: 67)"
2026-02-03 12:19:40.897763,216.58.215.142,192.168.1.4,QUIC,67,"Packet (Length: 67)"
2026-02-03 12:19:40.898690,192.168.1.1,192.168.1.4,DNS,105,"Packet (Length: 105)"
2026-02-03 12:19:40.901837,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.902054,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:40.906080,192.168.1.4,142.251.208.227,QUIC,123,"Packet (Length: 123)"
2026-02-03 12:19:40.928019,216.58.215.142,192.168.1.4,QUIC,704,"Packet (Length: 704)"
2026-02-03 12:19:40.966475,192.168.1.4,216.58.215.142,QUIC,78,"Packet (Length: 78)"
2026-02-03 12:19:40.987864,142.251.208.227,192.168.1.4,QUIC,86,"Packet (Length: 86)"
2026-02-03 12:19:41.000057,142.251.208.227,192.168.1.4,QUIC,1296,"Packet (Length: 1296)"
2026-02-03 12:19:41.015569,142.251.208.227,192.168.1.4,QUIC,1296,"Packet (Length: 1296)"
2026-02-03 12:19:41.015569,142.251.208.227,192.168.1.4,QUIC,328,"Packet (Length: 328)"
2026-02-03 12:19:41.015981,142.251.208.227,192.168.1.4,QUIC,1014,"Packet (Length: 1014)"
2026-02-03 12:19:41.015981,142.251.208.227,192.168.1.4,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:41.017504,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.017897,192.168.1.4,142.251.208.227,QUIC,73,"Packet (Length: 73)"
2026-02-03 12:19:41.018806,192.168.1.4,142.251.208.227,QUIC,1288,"Packet (Length: 1288)"
2026-02-03 12:19:41.018970,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019093,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019214,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019336,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019511,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019635,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.019761,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.028816,142.251.208.227,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:41.029478,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.029740,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.029870,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.029983,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030118,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030374,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030500,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030635,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030777,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.030914,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.037756,216.58.215.142,192.168.1.4,QUIC,66,"Packet (Length: 66)"
2026-02-03 12:19:41.038392,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.038578,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.038704,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.038845,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.039029,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.039154,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.052671,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.052781,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.052845,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.052908,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.052968,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053037,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053106,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053177,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053245,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053313,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053383,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.053460,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.060958,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.061184,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.101735,142.251.208.227,192.168.1.4,QUIC,166,"Packet (Length: 166)"
2026-02-03 12:19:41.116399,142.251.208.227,192.168.1.4,QUIC,75,"Packet (Length: 75)"
2026-02-03 12:19:41.117098,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.117315,192.168.1.4,142.251.208.227,QUIC,1292,"Packet (Length: 1292)"
2026-02-03 12:19:41.126230,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.126973,192.168.1.4,142.251.208.227,QUIC,356,"Packet (Length: 356)"
2026-02-03 12:19:41.139518,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.162759,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.188355,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.208289,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.232259,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.254497,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.259604,142.251.208.227,192.168.1.4,QUIC,166,"Packet (Length: 166)"
2026-02-03 12:19:41.260116,192.168.1.4,142.251.208.227,QUIC,75,"Packet (Length: 75)"
2026-02-03 12:19:41.277328,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.302102,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.324936,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.346836,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.371531,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.394307,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.418397,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.442373,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.464601,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.487904,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.510774,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.533279,142.251.208.227,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:41.558004,142.251.208.227,192.168.1.4,QUIC,69,"Packet (Length: 69)"
2026-02-03 12:19:41.572259,142.251.208.227,192.168.1.4,QUIC,69,"Packet (Length: 69)"
2026-02-03 12:19:41.601068,142.251.208.227,192.168.1.4,QUIC,709,"Packet (Length: 709)"
2026-02-03 12:19:41.640674,192.168.1.4,142.251.208.227,QUIC,80,"Packet (Length: 80)"
2026-02-03 12:19:41.739549,142.251.208.227,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:41.798394,172.165.61.93,192.168.1.4,TLS,93,"Packet (Length: 93)"
2026-02-03 12:19:41.798394,172.165.61.93,192.168.1.4,TLS,78,"Packet (Length: 78)"
2026-02-03 12:19:41.798586,192.168.1.4,172.165.61.93,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:41.799136,192.168.1.4,172.165.61.93,TCP,54,"Packet (Length: 54)"
2026-02-03 12:19:41.878594,172.165.61.93,192.168.1.4,TCP,56,"Packet (Length: 56)"
2026-02-03 12:19:44.250739,95.100.86.213,192.168.1.4,QUIC,77,"Packet (Length: 77)"
2026-02-03 12:19:44.250739,95.100.86.213,192.168.1.4,QUIC,77,"Packet (Length: 77)"
2026-02-03 12:19:44.251509,192.168.1.4,95.100.86.213,QUIC,75,"Packet (Length: 75)"
2026-02-03 12:19:44.451682,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:44.467764,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:44.468419,192.168.1.4,95.100.86.213,QUIC,75,"Packet (Length: 75)"
2026-02-03 12:19:44.624413,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:44.672405,95.100.86.213,192.168.1.4,QUIC,70,"Packet (Length: 70)"
2026-02-03 12:19:44.745838,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:44.877485,N/A,N/A,SSDP,188,"Packet (Length: 188)"
2026-02-03 12:19:44.955605,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:45.082259,95.100.86.213,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:45.110763,N/A,N/A,SSDP,188,"Packet (Length: 188)"
2026-02-03 12:19:45.299490,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:45.371728,N/A,N/A,SSDP,188,"Packet (Length: 188)"
2026-02-03 12:19:45.491876,95.100.86.213,192.168.1.4,QUIC,72,"Packet (Length: 72)"
2026-02-03 12:19:45.696299,N/A,N/A,SSDP,188,"Packet (Length: 188)"
2026-02-03 12:19:45.702537,192.168.1.4,95.100.86.213,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:45.776160,95.100.86.213,192.168.1.4,QUIC,71,"Packet (Length: 71)"
2026-02-03 12:19:45.911722,192.168.1.1,239.255.255.250,SSDP,174,"Packet (Length: 174)"
